,,,EU,EU,EU,EU,EU,EU,EU,RoW,RoW,RoW,RoW,RoW,RoW,RoW,Russia,Russia,Russia,Russia,Russia,Russia,Russia
Russia,Commodity,Other transport equipment (35),183154922.01321548,2975942.3747441443,3376837.6596293338,265894891.41386744,32158097.273212418,0.0,0.0,296921930.92447144,194481.30285102694,1791005.6895620488,2101758011.626543,122989756.66962118,0.0,0.0,53490458.13788718,303617.30064197123,17038.809769952164,142416.65954616014,802128586.1786478,0.0,0.0
Russia,Commodity,Furniture; other manufactured goods n.e.c. (36),315037120.88598824,304553.61474550155,111037.58552584048,74189178.77024788,1794411.5915487949,0.0,0.0,777864699.9870286,45611.90699437143,13803.363593334634,334749542.21312463,2718919.5332540562,0.0,0.0,701003403.6525513,4682198.242682097,14345.266271601293,151986.21043305282,795090743.9925985,0.0,0.0
Russia,Commodity,Secondary raw materials,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82502387.2768934,0.0,0.0
Russia,Commodity,"Bottles for treatment, Recycling of bottles by direct reuse",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Commodity,Electricity by coal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6645475.86764147,111.69678105728148,152.19722221394042,0.0,0.0,0.0,0.0,1856024930.3016348,0.0,1847440678.4681752,0.0,218291.2110298088,0.0,0.0
Russia,Commodity,Electricity by gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191280.13462535662,107.96205841812424,151.88227172394403,0.0,0.0,0.0,0.0,4780129533.558842,0.0,4637745393.493842,0.0,529077.0987134348,0.0,0.0
Russia,Commodity,Electricity by nuclear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22526.18288339345,48.643140578154245,69.18999711451892,0.0,0.0,0.0,0.0,1666061241.2397676,0.0,1626570385.753293,0.0,160821.05819862988,0.0,0.0
Russia,Commodity,Electricity by hydro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39100.73308195767,5.1689795140176695,28.51806607510474,0.0,0.0,0.0,0.0,1753029887.3634105,0.0,1719157297.5169952,0.0,168735.53497214962,0.0,0.0
Russia,Commodity,Electricity by wind,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4422693138043232,0.0,0.0,0.0,0.0,0.0,0.0,66769.81270295272,0.0,438442.9685735519,0.0,0.0,0.0,0.0
Russia,Commodity,Electricity by petroleum and other oil derivatives,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464.75331182396286,0.7527273412690871,1.8055509311127378,0.0,0.0,0.0,0.0,276154127.42738724,0.0,256961169.09851727,0.0,25408.53875412074,0.0,0.0
Russia,Commodity,Electricity by biomass and waste,0.0,0.0,0.0,0.0,0.0,0.0,0.0,749.6033164849891,0.0,22.542025624687,0.0,0.0,0.0,0.0,51107297.16271429,0.0,53603784.712966286,0.0,5676.158292800711,0.0,0.0
Russia,Commodity,Electricity by solar photovoltaic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Commodity,Electricity by solar thermal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Commodity,"Electricity by tide, wave, ocean",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Commodity,Electricity by Geothermal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.18579148859671,0.0,0.0789927807582745,0.0,0.0,0.0,0.0,8760929.464253379,0.0,1676145.383244522,0.0,559.2863058628873,0.0,0.0
Russia,Commodity,Electricity nec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,556.0947022679303,0.0,5.905268801969182,0.0,0.0,0.0,0.0,66936778.6061834,0.0,65181640.2175344,0.0,7052.421655399479,0.0,0.0
Russia,Commodity,Transmission services of electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1714293525.4559,0.0,1640235899.0549824,0.0,146515.3872003181,0.0,0.0
Russia,Commodity,Distribution and trade services of electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6337223627.353516,0.0,5870946816.91007,0.0,366689.421360821,0.0,0.0
Russia,Commodity,Coke oven gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0115171008870881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Commodity,Blast Furnace Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.817530011976042,0.0,0.0
Russia,Commodity,Oxygen Steel Furnace Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1942208798654406,0.0,0.0
Russia,Commodity,Gas Works Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Commodity,Biogas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Commodity,Distribution services of gaseous fuels through mains,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6562875153.087779,0.0,307489909.1613741,0.0,309232.818946727,0.0,0.0
Russia,Commodity,Steam and hot water supply services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1804329153.7115188,0.0,935341730.2652036,0.0,81350.30797115692,0.0,0.0
Russia,Commodity,"Collected and purified water, distribution services of water (41)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320197806.29352057,0.0,2515372.775278424,0.0,270953.5089646475,0.0,0.0
Russia,Commodity,Construction work (45),33220107.00830091,544.8956540777117,673555.0159171585,464288428.372207,761280.5775968302,0.0,0.0,14225475.52670838,1807.9235974406465,184778.9447944082,1076188422.7367804,44846.45064687553,0.0,0.0,2409015481.862687,236747098.32109076,741398179.3407271,184463564232.36588,0.0,0.0,0.0
Russia,Commodity,"Secondary construction material for treatment, Re-processing of secondary construction material into aggregates",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Commodity,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",705674.9295001775,4401.577396660827,4972.128390659572,9146.657812012561,4465.749220961661,0.0,0.0,34512746.525677145,28721.32851420505,2318.9735229503376,35173.58347744791,215148.48369658936,0.0,0.0,10342970603.454504,2915124739.707302,90997857.85822798,260339571.8816045,307981063.02675587,0.0,0.0
Russia,Commodity,Retail trade services of motor fuel,110245.5740260022,4388.55952352061,4631.886474827927,4323.331674627578,4780.08094108356,0.0,0.0,401161.5324459235,622.7837555930319,1138.2865979589915,0.0,285.44544626604625,0.0,0.0,1026118197.7577442,68044932.46374083,690505.7203855718,3063032.2651946573,3644884.278982705,0.0,0.0
Russia,Commodity,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)",9892791.387635434,277623.58350248367,322330.7538092034,2838578.2518477086,999512.1075279538,0.0,0.0,42706597.48645951,4544.905562405896,25143.009361915338,13059820.770163717,55517664.23008496,0.0,0.0,47187874694.03384,908304407.6205158,714827219.3219265,924343682.2969316,1087662926.0982096,0.0,0.0
Russia,Commodity,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)",427891.7564692987,4817.976737130995,46507266.73921548,6552.089243525743,4993.84266063266,0.0,0.0,4258821.938065987,5429.915935279088,8606.42542439367,1292272.2487843856,425866.5798836642,0.0,0.0,46839950714.99812,26745994445.429077,468472591.1686112,1096042938.931245,1314802871.8434188,0.0,0.0
Russia,Commodity,Hotel and restaurant services (55),1760888634.6287649,444056.9092606295,1470209.3600654472,0.0,908.2352901804122,0.0,0.0,2808828970.0869913,2565968.80465928,14892756.959719058,12724.00428110136,1145073.1324275539,0.0,0.0,14101501065.99367,9676567736.772038,1365019193.1473331,1083589374.1715963,866746766.159954,0.0,0.0
Russia,Commodity,Railway transportation services,230529191.25141704,52348.708744573356,33787479.290106215,664280.1786203237,147193.50389992146,0.0,0.0,696640661.0806242,153267.62823965674,643319.3561927476,5836201.360895951,39732.191412988876,0.0,0.0,6180125385.96947,8307132.406249898,69962596.77566952,33830545.14644261,38819014.90194432,0.0,0.0
Russia,Commodity,Other land transportation services,348111335.53034145,149780.78448921093,94263012.38863912,2499659.450800855,445925.37546758447,0.0,0.0,192355429.70411128,436877.98059738113,3464066.3398532406,5529257.128042016,741855.2147063053,0.0,0.0,8562629353.235725,22365089.433493026,3076558120.3228617,95977057.55998112,110118781.64048992,0.0,0.0
Russia,Commodity,Transportation services via pipelines,78972.86762741818,124.25894766859182,11976.047305168393,1937.756229362783,100203.49239418465,0.0,0.0,1583305.3763528508,42059.06458445909,57199.28307133348,5695.643579180805,2514407.940594836,0.0,0.0,29532.83765779808,1467176.6374535095,1299559.4126199265,7157598.009530045,11475.92424322758,0.0,0.0
Russia,Commodity,Sea and coastal water transportation services,411908123.972096,8485.40892010242,624633.3177238113,283153.8865882377,61917.15468766659,0.0,0.0,190389979.11349905,756857.2103109261,3826031.420284668,40560124.21384685,1057913.9842543867,44926858.09279939,0.0,640662343.1671649,8178041.528282134,149751290.6264767,24757055.15979787,28407597.010818724,0.0,0.0
Russia,Commodity,Inland water transportation services,6767358.917037539,309.4558949125243,13396.342155309507,26842.010934740716,5011.355117604033,0.0,0.0,1497342.16920803,1436.7731030458174,1861.2024191677106,36283.417566080076,4221.505345533248,0.0,0.0,213925877.6982056,534218.6553729158,1197783.6357312256,2174992.1901126527,2495704.809784119,0.0,0.0
Russia,Commodity,Air transport services (62),707802682.121826,6928.217181071821,524031.18107197783,53578.141172927935,7790.086365424777,0.0,0.0,1691199073.25505,924156.7135920551,10083863.065789113,54993710.04462238,9651259.860559693,0.0,0.0,5428661735.025849,10911015.938258288,140047197.36803463,40279778.01426974,46219216.8708634,0.0,0.0
Russia,Commodity,Supporting and auxiliary transport services; travel agency services (63),209456052.86285636,24998.070426993574,35807403.67670278,475612.7134369898,225344.46150683632,0.0,0.0,194704686.59089786,51855.09137938456,25649086.668779086,4744770.756974756,115264.73829821394,0.0,0.0,11601812201.025444,35017108.75090993,5768136719.488637,180392007.2062258,207033575.7250855,0.0,0.0
Russia,Commodity,Post and telecommunication services (64),118972228.88736345,0.0,316099.00853997085,0.0,1342.9953854967184,0.0,0.0,226290935.86924514,7647.959638890221,28660.539082914936,10169321.553070953,331.2622312678278,0.0,0.0,28024802907.49588,0.0,142931436.95503104,0.0,0.0,0.0,0.0
Russia,Commodity,"Financial intermediation services, except insurance and pension funding services (65)",76875117.06819543,124089.8352623639,41067.83509299237,208439.13754817977,0.0,0.0,0.0,92532486.42038207,2900.0427067500736,3644317.074100025,0.0,0.0,0.0,0.0,1350270644.768522,0.0,22133998.40402798,0.0,0.0,0.0,0.0
Russia,Commodity,"Insurance and pension funding services, except compulsory social security services (66)",57746114.71366768,0.0,453.8798845529854,386.0323029673346,63.57653350042519,0.0,0.0,37584993.309950665,75414.21178475954,58169.305143293685,0.5247736324646722,0.1155224525008929,0.0,0.0,15273639044.451963,0.0,287903083.95563334,0.0,0.0,0.0,0.0
Russia,Commodity,Services auxiliary to financial intermediation (67),46171060.27669053,0.0,0.0154240992931322,0.0,0.0,0.0,0.0,140038273.77889115,5141035.529887266,36295986.78310557,620094.5686372097,0.0,0.0,0.0,24696108.19566157,0.0,10048849299.456553,0.0,0.0,0.0,0.0
Russia,Commodity,Real estate services (70),51137766.34347456,364416.32020189986,32980.37818343445,966828.3190522011,1007.735075113904,0.0,0.0,225882962.44761714,45.33613827173579,104226.65623566456,3579323.829163745,0.0,0.0,0.0,16807349208.87862,0.0,43825913.40331599,0.0,6357585.403057857,0.0,0.0
Russia,Commodity,Renting services of machinery and equipment without operator and of personal and household goods (71),7374550.918429652,0.0,0.0,0.0,1893.5204915053123,0.0,0.0,190147954.61880365,115115.99800897288,14955.114125250511,183787.95171050748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Commodity,Computer and related services (72),1173676.286223114,7821.799117798364,348400.17632434634,112745007.78339304,102104.89420975548,0.0,0.0,76696287.11433746,352255.92437451705,380185.3273723377,592448967.5967964,633322.8534850819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Commodity,Research and development services (73),9.891429749268331,2682572.786072904,8023938.270676244,24227.69713747525,39635.70893806124,0.0,0.0,3556059.4015552155,15194701.250083925,14047030.198582357,1274756.6758136696,2881573.7901102505,0.0,0.0,0.0,0.0,79447285709.68083,9411403918.72986,32149832.21512315,0.0,0.0
Russia,Commodity,Other business services (74),85204442.87323385,381981.67709755467,22430145.003150914,192757202.9575934,388072.9972871419,0.0,0.0,276515477.34387547,24864000.44562161,15405795.881419195,506748661.72531736,1410807.6337891838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Commodity,Public administration and defence services; compulsory social security services (75),2579841.069978486,2079485.9734672923,82578402.25021686,181545.51626622153,90.4892551259007,0.0,0.0,56363.79779640415,3227155.4627668536,84578294.06429207,510573.5424947371,0.0,0.0,0.0,894692422.1299269,117139235.36359715,74168825382.29128,4056123599.1973023,27905736.88407067,0.0,0.0
Russia,Commodity,Education services (80),2628050.9672403987,2859505.5656058528,6527869.135491058,0.0055906644391074,0.7985212323080307,0.0,0.0,7118493.236663379,8354143.570473061,23998131.4950456,0.0,2126.6877988419888,0.0,0.0,6052610266.881739,43194619707.84111,16364823209.01468,3570309394.840302,17463819.56904201,0.0,0.0
Russia,Commodity,Health and social work services (85),3650758.742794342,5919220.718105972,8365173.635302189,0.0,3453.4231937085037,0.0,0.0,33404641.855633818,14771099.343106098,23422494.625834595,0.0,0.0,0.0,0.0,12778799163.507343,65728439891.92363,32475237323.83714,4794335649.526446,30875653.38335961,0.0,0.0
Russia,Commodity,Food waste for treatment: incineration,124175.21487150024,68.13647585836623,9840.848647292994,514.5424664160143,14.580055913751401,0.0,0.0,583279.1115703299,123.56155413115117,11121.492318525732,0.0,0.0,0.0,0.0,8682798.649693532,0.0,13512162.037555885,0.0,25120.14051815668,0.0,0.0
Russia,Commodity,Paper waste for treatment: incineration,149161.5596299605,71.40961505333658,25468.81115578887,514.3384367506109,16.697939979870494,0.0,0.0,596498.2764750705,122.76623409743468,3595.9522208908684,0.0,0.0,0.0,0.0,16712598.258710103,0.0,14145162.546426192,0.0,30931.99816388792,0.0,0.0
Russia,Commodity,Plastic waste for treatment: incineration,27249.039233258092,61.02008492415522,24986.04136538341,525.5709143586764,6.963552866124295,0.0,0.0,123991.02183398404,166.0047953030959,4136.381258114211,0.0,0.0,0.0,0.0,25743061.35703891,0.0,4102141.256585777,0.0,18782.416002350223,0.0,0.0
Russia,Commodity,Intert/metal waste for treatment: incineration,246746.52522272657,26.768295063896844,23784.92245509203,474.4661907855015,34.464623189949656,0.0,0.0,154491.64811041884,4784.58523954619,36575.720792361295,0.0,0.0,0.0,0.0,11915269.855197402,0.0,1538301.8479493924,0.0,36606.28701592616,0.0,0.0
Russia,Commodity,Textiles waste for treatment: incineration,20365.262115960813,35.453931104956915,3185.271966598478,552.148380236194,31.989985738598918,0.0,0.0,101218.434344362,102.87717103410195,2305.6144479742725,0.0,0.0,0.0,0.0,1498559.2240601834,0.0,3110874.5741243763,0.0,6792.615020270345,0.0,0.0
Russia,Commodity,Wood waste for treatment: incineration,71486.77576238834,27.02406453058188,4021.4379770809446,535.9963565254046,5.605018080291965,0.0,0.0,179037.04380291814,113.18895345936393,5154.373485189243,0.0,0.0,0.0,0.0,1636763.3363745108,0.0,3222583.5349119534,0.0,8680.036271676154,0.0,0.0
Russia,Commodity,Oil/hazardous waste for treatment: incineration,195182.23351400445,5.115925642508033,29779.3418701097,470.07055720050255,44.46522479430746,0.0,0.0,205623.66695466338,387.79235754045504,14358.523268472847,0.0,0.0,0.0,0.0,10844776.0383292,0.0,2498424.981666327,0.0,21670.504678527366,0.0,0.0
Russia,Commodity,Food waste for treatment: biogasification and land application,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1263079.9117991943,0.0,0.0
Russia,Commodity,Paper waste for treatment: biogasification and land application,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1371837.643810304,0.0,0.0
Russia,Commodity,Sewage sludge for treatment: biogasification and land application,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7141508.375212166,0.0,0.0
Russia,Commodity,Food waste for treatment: composting and land application,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8912324.680173155,0.0,0.0
Russia,Commodity,Paper and wood waste for treatment: composting and land application,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10390.611659176777,0.0,0.0
Russia,Commodity,Food waste for treatment: waste water treatment,117436.69440054287,50.51140759987033,42463.7787094466,532.7876145970829,131.00721263056002,0.0,0.0,911352.6085258778,684.2901090041106,15392.27644528162,0.0,0.0,0.0,0.0,287250319.40317,0.0,126987074.7955052,0.0,301784.58095563663,0.0,0.0
Russia,Commodity,Other waste for treatment: waste water treatment,176708.3055925897,56.37480143129026,68241.26903880342,515.2461004710842,181.05268943573117,0.0,0.0,1946318.1898822226,87108.33176396349,216686.64907840986,0.0,0.0,0.0,0.0,389910993.4011484,0.0,172031903.80403486,0.0,406187.05054425617,0.0,0.0
Russia,Commodity,Food waste for treatment: landfill,1694624.456330496,761.5558363429003,224762.91638347274,541.6208258825973,3867.5297886983094,0.0,0.0,50977626.374705955,6760.943867395842,1102395.850778336,0.0,0.0,0.0,0.0,12472842005.429905,0.0,5444569287.939276,0.0,13829345.436477706,0.0,0.0
Russia,Commodity,Paper for treatment: landfill,716832.3997285983,482.56846574240524,137030.6620395383,539.0160602121538,1736.9730743957832,0.0,0.0,7633879.573608679,3410.5964835977675,410532.996235574,0.0,0.0,0.0,0.0,5208990322.199764,0.0,2285614127.5793915,0.0,5796344.148605739,0.0,0.0
Russia,Commodity,Plastic waste for treatment: landfill,416733.58435872116,807.4626727197358,72761.24432601052,660.3155096086649,1180.7688706874787,0.0,0.0,2856900.8223305233,64819.24029638428,321330.1478188324,0.0,0.0,0.0,0.0,4221352932.250029,0.0,1857660586.720482,0.0,4717225.877601413,0.0,0.0
Russia,Commodity,Inert/metal/hazardous waste for treatment: landfill,729105.7818290178,367.42573139171697,150894.14515682295,511.442136149824,1588.9343366156593,0.0,0.0,37412497.872184664,3761.0142325320594,739085.1152354998,0.0,0.0,0.0,0.0,4205363087.031703,0.0,1850641447.465654,0.0,4696926.5442016125,0.0,0.0
Russia,Commodity,Textiles waste for treatment: landfill,136388.7563714079,568.4247415431346,41018.20143542265,741.4995222360141,562.3030309854386,0.0,0.0,671855.5173175513,40261.43459998036,115479.31402539005,0.0,0.0,0.0,0.0,1810032812.784131,0.0,797262607.0850811,0.0,2027214.2536290884,0.0,0.0
Russia,Commodity,Wood waste for treatment: landfill,161014.60791705333,485.6698206260543,53597.92434857929,554.662732197157,674.2983161754198,0.0,0.0,113902.0661781217,1253.0988522425093,179930.48328737277,0.0,0.0,0.0,0.0,2171314977.941016,0.0,956686268.5403682,0.0,2429198.395810856,0.0,0.0
Russia,Commodity,Membership organisation services n.e.c. (91),40694.62167581464,3079006.4314564425,2763.863298915621,0.0,0.0,0.0,0.0,332975.3218643035,2604400.5413585296,64129.81504474134,0.0,0.0,0.0,0.0,4404290.977450699,0.0,5096728136.396234,0.0,0.0,0.0,0.0
Russia,Commodity,"Recreational, cultural and sporting services (92)",10527010.697153354,17808634.1274128,2695631.5334988814,1049542.0605445919,52547.64540713111,0.0,0.0,102846714.47122246,7363865.7975645065,14610595.530187212,2728916.320691451,65625.5388740303,0.0,0.0,10661094730.427288,20899104409.45422,1666730442.1719146,4321113818.065584,11963704.292105008,0.0,0.0
Russia,Commodity,Other services (93),1230913.6991694209,102.06589399447785,19089.815190605328,0.0,33.075483047637796,0.0,0.0,5334982.031953003,293783.3226068288,23441.319298877923,61025.621257806386,804.8820569508193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Commodity,Private households with employed persons (95),70697069.47507833,0.0,0.0,0.0,0.0,0.0,0.0,367658958.973615,597072.0042887623,108366.7162004126,109006.6708676908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Commodity,Extra-territorial organizations and bodies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU,Activity,Cultivation of paddy rice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU,Activity,Cultivation of wheat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU,Activity,Cultivation of cereal grains nec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU,Activity,"Cultivation of vegetables, fruit, nuts",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU,Activity,Cultivation of oil seeds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU,Activity,"Cultivation of sugar cane, sugar beet",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU,Activity,Cultivation of plant-based fibers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU,Activity,Cultivation of crops nec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
